Recipe Name,Category,Ingredients,Method,Yield/Notes
"Cider Viniagrette","Sauces & Condiments","2 qt Cider Vinegar apple
1 qt Apple Cider fresh pressed, reduced by half
1 cup Dijon Mustard
1 cup Honey or maple syrup for rounder note
2 tbsp Shallot, minced finely minced
2 tbsp Kosher Salt
1 tbsp Ground Black Pepper cracked
2 qt Extra Virgin Olive Oil or blend with neutral oil for balance","1. Reduce cider by half in saucepan, cool.
2. Whisk vinegar, reduced cider, mustard, honey, shallot, salt, and pepper until smooth.
3. Emulsify with olive oil, streaming in slowly while whisking or blending.
4. Adjust seasoning balance should be bright, lightly sweet, sharp enough to cut through squash and grapes.
5. Store in 4 qt red-lid Cambro, label and date.",""
"Roasted Squash","Prep & Pantry","12 medium Acorn Squash 2 lb each
1/2 cup Olive Oil
1/4 cup Kosher Salt
2 tbsp Ground Black Pepper cracked","1. Split squash lengthwise, scoop out seeds and stringy pulp.
2. Brush cut sides with olive oil, season with salt and pepper.
3. Place cut-side down on lined sheet trays.
4. Roast at 375°F convection until flesh is tender and edges caramelized (~30-40 min).
5. Cool slightly, flip cut-side up.
6. Bowls (Entrée use): reserve intact halves, cut-side up, to be reheated and filled with risotto at service.
7. Slices (Salad use): take selected halves, slice crosswise into wedges while skin-on. Reserve for cold salad builds.",""
"Slaw MK3","Appetizers & Sides","1 qt Cider Vinegar vin
2 cup Sugar
2 tbsp Salt And Pepper T
2 cup Vegetable Oil
1 ramekin Stadium Mustard heaping spoonful","1. Blend all ingredients together.",""
"Lamb Belly","Prep & Pantry","2 Lamb Breast boneless slabs, ~5 lb total
2 qt Neutral Oil
1 Garlic head, halved
10 Thyme, sprig
3 ea Bay Leaf Dried
1 Lemon
1 tbsp Black Peppercorns
2 Salt of meat weight, about 45 g for 5 lb","1. Trim silver skin and score the fat lightly. Season evenly with salt, refrigerate 12 hours uncovered.
2. Rinse lightly and pat dry.
3. Place in deep pan with aromatics and fat; confit at 275°F for 3-3.5 hours, until tender but intact.
4. Transfer to tray, cover with parchment and a second tray. Press overnight under light weight in the walk-in.
5. Slice into 1.5"" cubes.
6. Crisp to order on the plancha, fat side down first until golden and lacquered.",""
"Sherry Maple Glaze","Sauces & Condiments","120 g Sherry Vinegar
100 g Maple Syrup
10 g Soy Sauce Light
Ground Black Pepper Cracked","1. Combine and simmer until reduced by half should coat the back of a spoon.
2. Brush over lamb while crisping; reserve remainder for finishing drizzle.",""
"Whipped Feta","Sauces & Condiments","200 g Feta Cheese
75 g Greek Yogurt
0.5 tsp Lemon, zest
40 g Olive Oil
splash Heavy Cream of
Ground Black Pepper","1. Blend all ingredients until smooth and fluffy.
2. Chill in piping bag; hold cold for service.",""
"Corn Salsa Mk2","Appetizers & Sides","2 bag Frozen Corn thawed, about 24 oz total
1 bunch Cilantro, chopped fresh chopped
1 medium Onion, diced
6 Cubanelle Pepper cored and diced
3 Peppers red diced, fresh or canned
0.25 cup Garlic, minced
3 tbsp Cajun Seasoning
1 tbsp Cumin Seed
0.5 tsp Cayenne pepper, or to taste
1 tbsp Chili Powder
2 tbsp Bottled Lime Juice or fresh if preferred
to taste Black Salt Salt and black pepper","1. Microwave frozen corn until just thawed (do not cook).
2. In a large bowl, combine the thawed corn, cilantro, onion, Cubanelle peppers, red peppers, and garlic.
3. Add Cajun seasoning, cumin seed, cayenne, chili powder, and lime juice.
4. Season with salt and pepper to taste.
5. Mix well until evenly coated.",""
"Rhubarb Chimichurri","Sauces & Condiments","4 cup Rhubarb small dice
1.5 cup Red Wine Vinegar
3.5 cup Olive Oil
2 cup Roasted Red Peppers peeled, small dice
0.25 cup Garlic, minced
0.75 cup Shallot, brunoise
1.5 cup Parsley, chopped
1 cup Cilantro, chopped
1 tbsp Smoked Paprika
1 tbsp Sumac
2 tsp Crushed Red Pepper
1.5 tbsp Salt
2 tbsp Sugar","1. Macerate rhubarb with vinegar, salt, sugar.
2. Fold in roasted red peppers for body and color.
3. Add spices before oil to bloom slightly in acid.
4. Finish with oil and herbs.",""
"Green Goddess","Sauces & Condiments","4 cup Buttermilk
1.5 cup Mayo
1 cup Sour Cream
Half & Half Avocado container
2 tbsp. Garlic
2 tbsp Anchovy
1 cup Chives
1 cup Parsley
0.25 cup Tarragon
0.5 cup Lemon, juice
1 tbsp Lemon, zest
1.5 tbsp Salt
to taste Ground Black Pepper","1. Blend avocado with lemon juice first to lock color.
2. Add herbs, garlic, anchovy.
3. Finish with dairy.",""
"Lemon Thyme Aioli","Sauces & Condiments","6.5 cup Mayo
3 tbsp Garlic paste
0.75 cup Lemon, juice
1 tbsp Lemon, zest
2 tbsp. Thyme, chopped
0.33 cup Dijon Mustard
1.5 tbsp Salt
to taste Ground Black Pepper
0.5 cup Water adjust for consistency","1. Combine mayo, garlic, lemon juice, lemon zest, thyme, and dijon in mixing bowl.
2. Whisk until fully smooth and emulsified.
3. Season with salt and black pepper.
4. Loosen with small amounts of water until spreadable consistency.
5. Adjust lemon and salt as needed.
6. Hold cold.",""
"Buffalo Mk2 'current'","Sauces & Condiments","1 Cont Crystal Hot Sauce
4 lb Unsalted Butter
0.25 cup Garlic, microplaned Dagneses
2 Chicken powder tbsp heaping
1 cup Parmesan finely grated
1 wedge Gorgonzola
1 btl White Verjus","1. Brown butter until deep nutty and aromatic. Hold warm.
2. Warm Crystal gently in a pot. Add garlic and chicken powder, whisk smooth.
3. Immersion blend while slowly streaming in the brown butter until fully emulsified.
4. Blend in Grana Padano until smooth.
5. Fold in blue cheese, leaving small chunks.
6. Finish with lemon juice. Adjust salt if needed.
7. Hold warm, not hot. Toss wings to coat.",""
"Olive Hummus","Sauces & Condiments","1 #10can Canned Chickpeas drained
4 cup Castelvetrano Olives
3.25 cup Tahini
2.5 cup Lemon, juice
0.5 cup Garlic
3 cup Ice Water as needed
1.75 cup Olive Oil
0.25 cup Salt","1. Add chickpeas, tahini, lemon juice, and garlic to robo coupe.
2. Blend until broken down, scraping sides as needed.
3. Add Castelvetrano olives and continue blending.
4. With machine running, stream in olive oil.
5. Add ice water gradually until very smooth and light.
6. Season with salt and adjust lemon as needed.
7. Blend until completely silky.
8. Hold cold.",""
"Whipped Bleu","Sauces & Condiments","4 cup Cheese Bleu
2.5 cup Cream Cheese
1.5 cup Creme Fraiche Crème fraîche
0.5 cup Buttermilk only as needed
0.5 cup Mayo
1 tsp Garlic Powder
1 tsp Onion Powder
Ground Black Pepper heavy
2 tbsp Lemon, juice
0.25 cup Chives fine","1. Blend base without buttermilk first. Get it smooth and tight.
2. Add buttermilk slowly until it just loosens.
3. Fold in chives last.",""
"Carbonara Base","Sauces & Condiments","3.5 cup Egg, yolks
1 cup Egg, whole
2.5 cup Pecorino Romano, grated finely grated
1 cup Parmesan finely grated
1 tbsp Ground Black Pepper
1 tsp Salt to taste","1. Combine egg yolks and whole eggs in mixing bowl.
2. Whisk until fully smooth and uniform.
3. Add grated pecorino romano and parmesan gradually, whisking constantly to prevent clumping.
4. Add black pepper and a small amount of salt.
5. Whisk until thick, smooth, and fully emulsified.
6. Loosen with small amounts of cold water only if needed to achieve a pourable consistency.
7. Strain through chinois until completely smooth.
8. Transfer to container and hold cold.",""
"Pear Mostarda","Sauces & Condiments","40 oz Pear Puree Frozen completely thawed, 1135g
8 oz Granulated Sugar Note: Adjust slightly depending on the starting brix/sweetness of your specific puree brand), 225g
4 fl-oz Champagne Vinegar White Wine Vinegar or, 120ml
1 tbsp Mustard Powder Dry (e.g., Colman's), 8g
6 oz Tarragon Mustard 170g
0.5 oz Tarragon Fresh finely chopped, 15g
1 tsp Kosher Salt or to taste","1. Whisk the base: In a heavy-bottomed saucepan or small rondo, whisk together the thawed pear puree, granulated sugar, white wine vinegar, dry mustard powder, and kosher salt.
2. Reduce: Bring the mixture to a simmer over medium heat. Let it reduce, stirring frequently with a high-temp spatula to prevent scorching on the bottom. You want to cook off a significant amount of the water content until the mixture becomes thick, glossy, and jammy (about 30-45 minutes). It should heavily coat the back of a spoon and hold a trail when you drag your spatula across the bottom of the pot.
3. Cool slightly: Remove the pot from the heat and transfer the reduction to a clean mixing bowl. Let it cool for about 10-15 minutes until it is warm to the touch, but no longer steaming hot. (Crucial step to preserve the Dijon's pungency).
4. Fold and finish: Once the temperature has dropped, fold in the Tarragon Dijon and the fresh chopped tarragon until completely incorporated.
5. Adjust: Taste for balance. It should hit you with upfront sweetness from the pear, followed by the bright anise notes of the tarragon, and finish with a sharp, lingering mustard bite. Add a splash of vinegar if it needs more acid to cut the sugar.
6. Store: Transfer to a 1-quart deli container, label, date, and chill. The flavors will mature and meld significantly after 24 hours in the walk-in.",""
"Tarragon Mustard Vinaigrette","Sauces & Condiments","6 fl-oz Champagne Vinegar 180ml
3 oz Tarragon Dijon Mustard
1.5 oz Shallot roughly chopped, 40g
0.5 oz Garlic, cloves about 3 cloves), 15g
1 oz Honey
1.5 oz Tarragon, leaves Fresh (leaves only, stems removed), 45g
2 fl-oz Ice Water
16 fl-oz Neutral Oil Canola, Grapeseed, or Safflower), 475ml
4 fl-oz Extra Virgin Olive Oil 120ml
1 tbsp Kosher Salt 10g
1 tsp Ground Black Pepper Freshly Cracked","1. Prep the base: In the pitcher of a Vita-Prep (or in a tall lexan if using an immersion blender), combine the vinegar, Dijon mustard, shallot, garlic, honey, fresh tarragon, ice water, salt, and pepper.
2. Blend: Blitz the mixture on high until the shallot, garlic, and tarragon are completely pulverized and the base is a vibrant, smooth green liquid.
3. Emulsify: Drop the blender speed to medium-low. With the motor running, begin slowly streaming in the neutral oil, followed by the extra virgin olive oil.
4. Check consistency: Once all the oil is incorporated, the vinaigrette should be fully emulsified, thick, and creamy. If it feels a bit too thick or tight for dressing greens, you can buzz in another splash of ice water to adjust the viscosity.
5. Taste and adjust: Check the seasoning. It should be punchy with acid and mustard, backed by the licorice notes of the tarragon. Adjust with a pinch more salt or a splash of vinegar if needed.
6. Store: Transfer to a labeled and dated 1-quart deli container. If the dressing tightens up too much in the walk-in overnight due to the olive oil, just let it sit at room temperature for 15 minutes before service and give it a hard shake.",""
"Warm Eggplant Caponata","Appetizers & Sides","2 Globe Eggplant dice, 900g
3 ribs Celery dice
4 Garlic, cloves cloves minced
2 oz Tomato Paste 60g
8 fl-oz Crushed Tomatoes High-quality (e.g., San Marzano), 240ml
0.5 lb Red Onion 1 dice
0.25 Castelvetrano Olives pitted and roughly chopped, 85g
3 oz Capers, drained drained and rinsed, 45g
1.5 oz Golden Raisins 70g
2.5 oz Pine Nuts, toasted 60g
2 oz Red Wine Vinegar 120ml
4 fl-oz Granulated Sugar 45g
1.5 oz Parsley, chopped Fresh chopped (fold in just before service), 15g
0.5 oz Extra Virgin Olive Oil for frying and finishing
Kosher Salt Black Pepper","1. Purge the eggplant: Toss the diced eggplant heavily with kosher salt and place it in a perforated hotel pan set over a solid pan. Let it sit for at least 45 minutes to draw out the bitter liquid. Rinse quickly and pat completely dry with C-fold towels.
2. Fry the eggplant: In a rondo or wide heavy-bottomed pot, heat about 1/2 inch of olive oil to 350°F (175°C). Working in batches so you don't drop the temp, fry the eggplant until deep golden brown and tender. Remove with a spider and drain on a paper-towel-lined sheet tray.
3. Build the base: Drain all but 3 tablespoons of the oil from the rondo. Add the diced onion and celery. Sweat over medium heat until softened but not browned (about 8-10 minutes). Add the garlic and cook for 1 minute until fragrant.
4. Caramelize the paste: Pinçage the tomato paste by adding it to the mirepoix and cooking it down for 2-3 minutes until it deepens in color to a rust red.
5. The agrodolce: Pour in the red wine vinegar and add the sugar. Scrape the bottom of the pot to lift any fond. Let the vinegar reduce by half.
6. Simmer and marry: Add the crushed tomatoes, capers, olives, and golden raisins. Bring to a gentle simmer for 10 minutes so the raisins plump and the sauce tightens.
7. Fold and finish: Gently fold in the fried eggplant and the toasted pine nuts. Simmer for just 2-3 minutes more so the eggplant absorbs the sauce without breaking down. Remove from heat.
8. Service: Taste for seasoning-it should be aggressively sweet and sour, but balanced. Fold in the fresh parsley right as it's being plated or heated for the line, and finish the dish with a drizzle of your best finishing olive oil to bring out the gloss.",""
"Vermouth Corn Pudding (Lasagna Filling)","Prep & Pantry","32 oz Frozen Corn 900g
2 oz Unsalted Butter 60g
2 oz Shallot, brunoise finely brunoise, 60g
4 fl-oz Dry Vermouth e.g., Noilly Prat), 120ml
4 fl-oz Heavy Cream 120ml
4 large Egg, yolks
2 oz Egg Parmigiano-R finely grated, 60g
1 tsp Thyme, chopped Fresh leaves, finely chopped
Kosher Salt White Pepper, to taste","1. Process the base: Take exactly half of the corn kernels (16 oz) and pulse them in a food processor until they form a rough puree. Leave the remaining 16 oz of kernels whole to provide the textural bite seen in the image.
2. Sweat the aromatics: Melt the butter in a wide rondo or heavy-bottomed saute pan over medium heat. Add the brunoise shallots and sweat until completely translucent and sweet, with no color (about 4-5 minutes).
3. Deglaze: Crank the heat slightly and pour in the dry vermouth. Let it reduce au sec (until almost completely dry). You want the concentrated botanical flavor of the vermouth without adding excess liquid to the filling.
4. Cook the corn: Add both the pureed corn and the whole kernels to the pan. Cook over medium heat, stirring frequently with a high-temp spatula, for about 8-10 minutes. The goal is to cook off the raw starch flavor and evaporate as much of the corn's natural water content as possible.
5. Add cream: Stir in the heavy cream and let it reduce until the mixture pulls away tightly from the sides of the pan when you drag your spatula through it.
6. Bind (the crucial step): Remove the pan entirely from the heat. In a small separate bowl, lightly beat the egg yolks. Temper the yolks by whisking in a small spoonful of the hot corn mixture, then immediately fold the tempered yolks back into the pan. The residual heat will cook the yolks just enough to bind the pudding into a cohesive, velvety filling.
7. Finish & cool: Fold in the grated Parmigiano-Reggiano, fresh thyme, salt, and a pinch of white pepper. Spread the mixture out onto a parchment-lined sheet tray to cool quickly and evenly. Once completely chilled, transfer to a deli container. It will set up significantly in the walk-in, making it perfect for spreading onto fresh pasta sheets.",""
"Cherry Pepper Romesco","Sauces & Condiments","16 oz Roasted Red Peppers 3-4 large peppers from can
6 oz Pickled Hot Cherry Peppers Pickled Peppers, destemmed and roughly chopped
6 oz Marcona Almonds deeply toasted), 170g
2 oz Croutons
5 Garlic, cloves cloves smashed
1 tbsp Tomato Paste pomodoro
2 tsp Smoked Paprika
1 fl-oz Sherry Vinegar or balsamic
8 fl-oz Extra Virgin Olive Oil plus 2 tbsp for frying), 240ml
1 tsp Kosher Salt or to taste, keeping the brine of the cherry peppers in mind","1. Toast and fry: Heat 2 tablespoons of olive oil in a skillet over medium heat. Add the torn bread chunks and smashed garlic cloves. Toast, tossing frequently, until the bread is golden brown and crispy on all sides, and the garlic is softened and fragrant (about 4-5 minutes).
2. Bloom the spices: Drop the heat to low. Add the tomato paste and smoked paprika to the skillet with the bread and garlic. Stir continuously for 60 seconds to toast the paste (pinçage) and bloom the paprika in the residual oil. Remove from heat immediately so the paprika doesn't turn bitter.
3. Process the base: In the pitcher of a Vita-Prep or food processor, combine the toasted almonds, the bread and garlic mixture, roasted red peppers, and the pickled cherry peppers. Pulse several times until the mixture is broken down into a coarse paste. You want to retain some physical texture from the nuts and bread-it shouldn't be completely smooth like a puree.
4. Emulsify: With the processor running on a low speed, slowly stream in the sherry vinegar, followed by the 8 fl oz of extra virgin olive oil.
5. Taste and adjust: Stop the machine and scrape down the sides. Taste for balance. The pickled cherry peppers should provide a bright front-end tang, followed by the smokiness of the paprika, and finishing with the rich, nutty body of the almonds and olive oil. If it needs more acid, add a splash of the cherry pepper brine instead of more vinegar to reinforce that specific pepper flavor.
6. Store: Transfer to a labeled and dated 1-quart deli container.",""
"Dredge For KFC","Prep & Pantry","16 oz All Purpose Flour 450g
8 oz White Rice Flour 225g
8 oz Corn Starch 225g
1 tbsp Baking Powder helps create tiny bubbles in the crust for an airy crunch), 15g
1 tbsp Kosher Salt 10g
1 tsp Garlic Powder
1 tsp White Peppercorns","1. Whisk: In a wide, shallow hotel pan, whisk all the dry ingredients together until completely homogenous.
2. Dredge: Remove a chicken breast from the marinade, letting the excess drip off for a few seconds. Drop it into the dredge. Use your hands to pack the flour mixture tightly onto the meat, pressing down to create crags and flakes.",""
"KFC Sauce","Sauces & Condiments","2 fl-oz Neutral Oil Canola or Grapeseed), 60ml
3 oz Garlic, cloves Fresh heavily minced (about 8-10 large cloves), 90g
8 oz Gochujang Korean Chili Paste), 230g
6 fl-oz Soy Sauce 180ml
6 fl-oz Rice Vinegar 180ml
8 oz Honey or Corn Syrup), 230g
2 oz Light Brown Sugar 60g
2 fl-oz Water 60ml
1 fl-oz Toasted Sesame Oil 30ml","1. Sweat the garlic: In a saucepan over medium-low heat, add the neutral oil and minced garlic. Sweat gently for 2-3 minutes until very fragrant, being careful not to let the garlic take on any brown color (which turns it bitter).
2. Build the sauce: Whisk in the gochujang, soy sauce, rice vinegar, honey, brown sugar, and water.
3. Reduce: Bring the mixture to a gentle simmer. Let it cook down for about 5-7 minutes, stirring frequently, until the sugar is dissolved and the sauce reduces to a sticky, syrupy glaze that heavily coats the back of a spoon.
4. Finish off-heat: Remove from the heat and whisk in the toasted sesame oil (adding it at the end preserves its delicate flavor).",""
"Oi Muchim (Cucumber Salad)","Soups & Salads","6 English Cucumber, sliced sliced on a bias on a mandoline
2 tbsp Kosher Salt reduced to balance the gochujang
1 tbsp Sugar reduced
6 tbsp Gochujang
0.75 cup Rice Vinegar unseasoned
2 tbsp Fish Sauce
6 medium Clove garlic finely minced or grated
0.75 cup Toasted Sesame Oil dialed back from 1 cup + 2 tbsp.
6 tbsp Toasted Sesame Seeds","1. Salt & press: Massage the bias-cut cucumbers with the salt and sugar for 1 minute until they begin to release liquid. Place in a colander set over a bowl, cover with parchment paper and a heavy weight, and let drain for 30-60 minutes.
2. Make dressing: In a separate bowl, whisk together the gochujang, rice wine vinegar, fish sauce, and garlic. Slowly drizzle in the sesame oil while whisking constantly to emulsify.
3. Combine & serve: Discard the parchment and weight. Squeeze the excess moisture from the drained cucumbers (discard the liquid). Toss the cucumbers with the dressing and sesame seeds until well-coated. Serve immediately, or store in an airtight container in the fridge for up to 2 days.",""
"Pico de Gallo","Sauces & Condiments","40 oz Roma Tomatoes (cored), 1135g
12 oz White Onion (peeled), 340g
3 oz Jalapeños (stemmed; seed them if a milder heat is desired), 85g
2 oz Fresh Cilantro (roughly chopped), 55g
1 oz Garlic, cloves (peeled and minced), 30g
4 fl-oz Fresh Lime Juice, 120ml
1 oz Kosher Salt, 30g
0.25 oz Black Pepper (ground), 7g","1. Pass the tomatoes, white onions, and jalapeños through the dicer into a large mixing bowl or lexan.
2. Add the roughly chopped cilantro and minced garlic to the diced vegetables.
3. Pour in the fresh lime juice, kosher salt, and black pepper. Use a rubber spatula to gently fold the mixture together, tossing from the bottom up to avoid mashing the diced tomatoes.
4. Let the mixture sit for 15-20 minutes to draw out water and meld flavors. Taste and adjust salt or lime juice if necessary.
5. Transfer to a clean container, cover, label, and date. Keep refrigerated.","Yield: 2 Quarts"
"Calabrian Corn Butter","Sauces & Condiments","32 oz Salted Butter, 907g
1 container Calabrian Chiles (drained, approx 10 oz), 280g
1 package Frozen Corn (approx 16 oz), 454g","1. In a sauce pot over medium-low heat, combine the salted butter, drained Calabrian chiles, and frozen corn.
2. Bring to a gentle simmer and cook for 15-20 minutes, allowing the corn to heat through and the flavors to deeply infuse into the butter.
3. Carefully transfer the hot mixture to a high-speed blender or use an immersion blender. Blend on high until completely smooth and emulsified.
4. Transfer to a clean container, cover, label, and date. Store in the refrigerator to set.","Yield: 2 Quarts"
"Queso","Sauces & Condiments","1 ea Easy Melt Cheese loaf (approx 5 lbs), cubed
2 qt Heavy Cream
1 tbsp Paprika
1 tbsp Chili Powder
1 tbsp Cumin
1 tbsp Garlic Pepper Seasoning","1. Chop the easy melt cheese into small, even pieces to ensure quick and even melting.
2. In a heavy-bottomed pot, combine the chopped cheese and heavy cream.
3. Heat the mixture low and slow, stirring frequently with a spatula or whisk to prevent scorching on the bottom of the pot.
4. Once the cheese is completely melted and the mixture is smooth, remove from heat.
5. Add the paprika, chili powder, cumin, and garlic pepper seasoning, whipping them in until fully incorporated.
6. Transfer to a clean container, cover, label, and date. Hold hot for service or cool properly before refrigerating.","Yield: Approx. 1 Gallon"
"Guacamole","Appetizers & Sides","2 containers Frozen Chunky Avocado (thawed)
1 oz Garlic, cloves (peeled and minced), 30g
3 fl-oz Fresh Lime Juice, 90ml
1 oz Fresh Cilantro (roughly chopped), 30g
0.5 oz Kosher Salt, 15g
0.1 oz Black Pepper (ground), 3g","1. Thaw the frozen chunky avocado completely (ideally overnight under refrigeration).
2. Place the thawed avocado into a large mixing bowl or lexan.
3. Add the minced garlic, fresh lime juice, chopped cilantro, kosher salt, and black pepper.
4. Fold the ingredients together gently using a rubber spatula, taking care to combine thoroughly while maintaining the chunky texture of the avocado.
5. Taste and adjust salt or lime juice if necessary.
6. Transfer to a clean container. Press plastic wrap directly onto the surface of the guacamole to prevent browning (oxidation), then cover with a tight-fitting lid, label, and date. Store refrigerated.","Yield: 2 Quarts"
"Confit Garlic Butter","Sauces & Condiments","4 lbs Butter
1 container Peeled Garlic Cloves
2 cups White Verjus
1 qt Parmesan Cheese (grated)
Fresh Herbs (e.g., parsley/thyme, finely chopped)","1. In a heavy-bottomed pot or rondeau, melt the butter over low heat.
2. Add the peeled garlic cloves and simmer gently until the garlic is completely tender and soft.
3. Deglaze the pot by pouring in the white verjus.
4. Remove from heat. Using an immersion blender, blend the garlic and liquids while gradually whipping in the parmesan cheese until the mixture is completely smooth and emulsified.
5. Fold in the finely chopped fresh herbs.
6. Transfer to a clean container, cover, label, and date. Store refrigerated to set.","Yield: Approx. 3.5 Quarts"
"Garlic Gochujang Glaze","Sauces & Condiments","1.5 cups Neutral Oil (for frying)
1 qt Garlic (chopped)
1 container Gochujang
2 containers Honey
1 qt Soy Sauce
1 qt Rice Vinegar
2 cups Light Brown Sugar
1 cup Toasted Sesame Oil","1. In a large heavy-bottomed pot or rondeau, heat the neutral oil over medium-low heat. Add the chopped garlic and gently fry until very fragrant, being careful not to let it burn or turn bitter.
2. Whisk in the gochujang, honey, soy sauce, rice vinegar, and light brown sugar until thoroughly combined.
3. Bring the mixture to a gentle simmer. Let it cook down, stirring frequently, until the sugar is dissolved and the sauce reduces to a sticky, syrupy glaze.
4. Remove the pot from the heat and whisk in the toasted sesame oil.
5. Transfer to a clean container, cover, label, and date. Store refrigerated.","Yield: 6 Quarts"
"Candied Bacon","Hot Line Prep","25 slices Bacon (par-cooked)
Jalapeño Hot Honey (for drizzling)
Black Pepper (fresh cracked)","1. Lay out the par-cooked bacon slices evenly on a sizzle platter or wire rack on a sheet pan.
2. Drizzle the slices evenly with the Jalapeño Hot Honey.
3. Season generously with fresh cracked black pepper.
4. Place under the salamander and cook until the honey glaze becomes sticky and caramelizes. Watch very closely to prevent burning, as the sugar will catch fast.
5. Remove and let cool slightly so the glaze sets before holding for service.","Yield: 25 Slices (Daily Prep)"
"Corn Pudding Lasagna (Assembly)","Mains & Entrees","Ohio City Pasta Sheets (thawed)
Corn Pudding
Parmesan Cheese (grated)
Non-Stick Cooking Spray
Parchment Paper","1. Thaw Ohio City Pasta sheets and gently peel them apart.
2. Line 1/3 hotel pans with two separate folded sheets of parchment (one going top-to-bottom, one left-to-right) and spray generously with non-stick cooking spray.
3. Smear an even layer of corn pudding on each pasta sheet, then sprinkle generously with parmesan cheese.
4. Starting from the left side of the sheet, fold over about 1 inch, accordion-fold a few times, and finish with a roll to create a log.
5. Place 3 logs in the bottom of the prepared 1/3 pan, pressing gently to fill the space. Sprinkle generously with parmesan to act as a glue.
6. Add a second row of logs on top and finish with another generous sprinkle of parmesan.
7. Fold the hanging parchment paper over the top to form a nice, tight package.
8. Bake in the Dagnese's bread oven for 30 to 45 minutes, until fragrant and not burning.
9. Allow the pans to cool completely. To unmold, use a blowtorch gently on the outside of the metal pan to loosen the edges and dislodge the loaf.
10. Unwrap the parchment, slice the lasagna loaf in half, and then cut each half into quarters to yield 8 pieces per pan.
11. Wrap each piece individually in plastic wrap for service.","Yield: 8 Portions per 1/3 Pan"
"Lasagna Sauce","Sauces & Condiments","1 lb Butter
1 lb All-Purpose Flour
8 ea Cubanelle Peppers (Sub: 12 Jalapeños, cored and seeded)
4 fl-oz Water
3 qts Heavy Cream
1 container Goat Cheese Crumbles
4 oz Dijon Mustard
2 cups Verjus
Kosher Salt and Black Pepper (to taste)","1. Prepare the pepper puree: Heavily roast the cored and seeded cubanelles (or jalapeños) by charring the outside with a blowtorch, then finish them under the salamander. Puree the roasted peppers in a blender with the 4 oz of water until completely smooth.
2. Make the roux: In a large, heavy-bottomed pot, melt the butter over medium heat. Whisk in the AP flour and cook to a blond roux, being careful not to let it take on any dark color.
3. Build the sauce: Gradually whisk in the heavy cream, stirring continuously to ensure the mixture is completely smooth and free of lumps. Bring to a gentle simmer to activate the roux.
4. Finish the sauce: Whisk in the goat cheese crumbles, the roasted pepper puree, Dijon mustard, and verjus. Continue whisking until the cheese is completely melted and the sauce is uniform.
5. Season to taste with kosher salt and black pepper.
6. Transfer to a clean container, cover, label, and date. Store refrigerated.","Yield: Approx. 1.25 Gallons"
"Adobo Pork","Mains & Entrees","2 packs of frozen carnitas
1 tbsp chili powder
1 tbsp cumin
1 tbsp oregano
4 oz lime juice



","1. thaw pork under running water. pork is 100% cooked when it comes in
2. shred and place in pot with the rest of the ingredients. simmer for 20 minutes to season the pork",""
"Shrimp Linguine","Mains & Entrees","4 pieces of shrimp
1 tbsp white wine
1 tbsp lemon juice
1 pack ohio city pasta
1 oz parmesan cheese
1 knob of butter
6-8 roasted tomato wedges","1. get a pan hot, saute shrimp and tomatoes together until 80% cooked.
2. deglaze pan with white wine, add lemon juice, butter, parmesan and cook till emulsified. 
3. toss with cooked pasta
4. grill crostini
5. Plate on burger plate, pasta in the center, shrimp on the North South East West of the plate, bread on the side of the plate like meatballs. Should be saucy",""
